0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
portugus 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
summari 9.653441451877595e-05 0.0008630609896432681 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
grenfel 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00038916562889165627
empresa 0.0001930688290375519 0.00028768699654775604 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
880000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
3055p 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
499000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
422000 0.0001930688290375519 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
paic 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
map 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
558 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.00017216148747525178 0.00031133250311332503
1881 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
gasolin 0.0034752389226759338 0.00019179133103183735 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
ltphilip 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
csx 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
ltcanadian 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.0008608074373762589 0.0006226650062266501
1691 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
157 0.0002896032435563278 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.0021793275217932753
agre 0.003764842166232262 0.0017261219792865361 0.006834361651637399 0.024274769734010503 0.0020236612702366126
ltalx 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
peasant 9.653441451877595e-05 0.0003835826620636747 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
21000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
covert 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
837 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
550 9.653441451877595e-05 9.589566551591868e-05 0.0007593735168485999 0.00043040371868812945 0.0005448318804483188
pariba 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
taikoo 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
rico 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
whole 0.0010618785597065353 0.0007671653241273494 0.0009492168960607499 0.0006886459499010071 0.0006226650062266501
invest 0.0034752389226759338 0.0008630609896432681 0.0035121025154247745 0.021864508909356976 0.014476961394769615
lthlme 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
comalco 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00046699875466998757
3050000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
amazon 0.0003861376580751038 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
wealth 0.0002896032435563278 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
8932 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
midwestern 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
swap 9.653441451877595e-05 9.589566551591868e-05 0.0011390602752728999 0.0005164844624257553 0.00015566625155666251
levin 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
ltamo 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0011190496685891365 0.00038916562889165627
peripher 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
onto 9.653441451877595e-05 0.0005753739930955121 0.00037968675842429994 0.00034432297495050356 7.783312577833126e-05
realiti 0.0001930688290375519 0.00028768699654775604 0.00047460844803037496 0.00017216148747525178 7.783312577833126e-05
unfavour 9.653441451877595e-05 9.589566551591868e-05 0.00037968675842429994 8.608074373762589e-05 7.783312577833126e-05
567 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00031133250311332503
9309394 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00043040371868812945 7.783312577833126e-05
ltcounti 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
1205 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
aqazadeh 0.0003861376580751038 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
scrap 0.0001930688290375519 0.00019179133103183735 0.00037968675842429994 8.608074373762589e-05 0.00015566625155666251
deliver 0.0002896032435563278 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 0.00015566625155666251
ltvia 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0007747266936386331 0.00015566625155666251
747 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
5229542 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
flyr 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00046699875466998757
ltsdc 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
clinton 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
irrig 9.653441451877595e-05 0.0009589566551591868 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
newlyacquir 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
resourc 0.0024133603629693987 0.0003835826620636747 0.00037968675842429994 0.00628389429284669 0.00560398505603985
lttwt 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
oshman 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
calif 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.002410260824653525 0.00023349937733499379
38 0.0008688097306689834 0.0004794783275795934 0.00047460844803037496 0.0019798571059653955 0.005136986301369863
badli 0.0003861376580751038 0.0005753739930955121 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
245 9.653441451877595e-05 0.00028768699654775604 0.00018984337921214997 0.00017216148747525178 0.0010118306351183063
sarl 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
kapok 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
ltfcr 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
agriproduct 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
1860 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
101000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
1103000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
hour 0.0004826720725938797 0.0004794783275795934 0.001044138585666825 0.0011190496685891365 0.00015566625155666251
804 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
gkn 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
acquir 0.0010618785597065353 9.589566551591868e-05 0.00018984337921214997 0.04484806748730309 0.004202988792029888
vulner 0.0001930688290375519 0.00028768699654775604 0.00047460844803037496 0.00017216148747525178 0.00031133250311332503
3143000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
describ 0.0002896032435563278 0.00028768699654775604 0.000664451827242525 0.0015494533872772661 0.00023349937733499379
viermetz 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
tone 0.0002896032435563278 0.00028768699654775604 0.00018984337921214997 8.608074373762589e-05 0.00015566625155666251
princevil 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0005164844624257553 0.00015566625155666251
115000 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00031133250311332503
14750 9.653441451877595e-05 9.589566551591868e-05 0.00037968675842429994 8.608074373762589e-05 7.783312577833126e-05
iowa 9.653441451877595e-05 0.0008630609896432681 0.00018984337921214997 8.608074373762589e-05 0.00031133250311332503
400000 0.0005792064871126556 0.0005753739930955121 0.00018984337921214997 0.0006886459499010071 0.0007004981320049813
scrambl 9.653441451877595e-05 0.00019179133103183735 0.00028476506881822496 8.608074373762589e-05 0.00015566625155666251
mexico 0.0016410850468191911 0.0005753739930955121 0.00018984337921214997 0.00034432297495050356 0.00023349937733499379
ltpmsi 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
feet 0.002027222704894295 0.00019179133103183735 9.492168960607498e-05 0.0006025652061633813 0.00031133250311332503
septdec 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
june 0.0015445506323004152 0.0031645569620253164 0.0017085904129093498 0.0028406645433416543 0.008405977584059776
discharg 0.0001930688290375519 0.0003835826620636747 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
leaseway 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
ltmck 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
rebuf 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 0.00043040371868812945 7.783312577833126e-05
nonmanufactur 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00038916562889165627
3459 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
ltalgoma 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
basket 9.653441451877595e-05 0.00019179133103183735 0.0012339819648789748 8.608074373762589e-05 7.783312577833126e-05
divis 0.0003861376580751038 0.0003835826620636747 0.000664451827242525 0.007919428423861582 0.00311332503113325
scangraph 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
170866 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
ringgit 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00017216148747525178 0.00046699875466998757
knutson 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
photron 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
salant 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
2835000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
chicagobas 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
982 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
rockwel 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
sideway 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
phone 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
helmut 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 0.00023349937733499379
478 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 0.00017216148747525178 0.0005448318804483188
ltppg 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
iraq 0.0027029636065257264 0.0005753739930955121 0.00018984337921214997 8.608074373762589e-05 0.00015566625155666251
ferrosilicon 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
aggressor 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
computerbas 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
ai 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
edmontonswann 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
3434 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
ltcthl 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
besid 0.0002896032435563278 0.00019179133103183735 0.00018984337921214997 0.00043040371868812945 0.00015566625155666251
diaz 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
eishiro 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
smithson 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
buildup 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00025824223121287767 7.783312577833126e-05
puerto 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
ottawa 9.653441451877595e-05 0.0004794783275795934 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
alex 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 0.00023349937733499379
sept 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 0.00043040371868812945 0.0007783312577833125
ergenc 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
8028 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
greater 0.0006757409016314316 0.0011507479861910242 0.0025628856193640245 0.0011190496685891365 0.0012453300124533001
egypt 0.0005792064871126556 0.0013425393172228615 0.00037968675842429994 8.608074373762589e-05 7.783312577833126e-05
endjanuari 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00031133250311332503
